Date,Open,High,Low,Close,Volume
1970-01-01T00:00:00Z,117807.765625,117996.0625,117740.0390625,117899.3203125,0.0
1970-01-01T00:00:00Z,117899.140625,117908.4453125,117568.140625,117597.875,0.0
1970-01-01T00:00:00Z,117588.375,117768.6796875,117511.21875,117511.21875,0.0
1970-01-01T00:00:00Z,117563.4765625,117972.375,117541.3203125,117906.609375,0.0
1970-01-01T00:00:00Z,117914.1953125,117914.1953125,117650.5859375,117679.5546875,1111580672.0
1970-01-01T00:00:00Z,117682.0,117715.640625,117407.203125,117480.609375,0.0
1970-01-01T00:00:00Z,117459.4375,117775.7109375,117459.0625,117716.4453125,1628676096.0
1970-01-01T00:00:00Z,117697.734375,117739.671875,117594.671875,117731.0390625,0.0
1970-01-01T00:00:00Z,117717.0078125,117778.8828125,117492.3046875,117492.3046875,0.0
1970-01-01T00:00:00Z,117477.3984375,117492.1171875,117333.25,117462.5703125,776949760.0
1970-01-01T00:00:00Z,117456.53125,117623.28125,117449.0625,117449.0625,902344704.0
1970-01-01T00:00:00Z,117471.9609375,117822.1171875,117450.9765625,117822.1171875,0.0
1970-01-01T00:00:00Z,117816.8671875,117864.6640625,117681.4375,117711.4921875,0.0
1970-01-01T00:00:00Z,117724.671875,117857.359375,117634.3359375,117856.0390625,0.0
1970-01-01T00:00:00Z,117876.3515625,117878.2265625,117724.0234375,117767.9140625,0.0
1970-01-01T00:00:00Z,117761.578125,117901.65625,117761.578125,117849.9765625,0.0
1970-01-01T00:00:00Z,117844.7109375,117848.1171875,117740.796875,117788.0234375,0.0
1970-01-01T00:00:00Z,117763.1875,117839.0,117739.125,117754.328125,195624960.0
1970-01-01T00:00:00Z,117763.015625,117835.7578125,117731.3515625,117767.9921875,0.0
1970-01-01T00:00:00Z,117736.015625,117790.984375,117635.40625,117719.40625,774717440.0
1970-01-01T00:00:00Z,117720.5546875,117732.0,117559.5625,117570.6875,0.0
1970-01-01T00:00:00Z,117544.4609375,117624.609375,117360.578125,117568.421875,0.0
1970-01-01T00:00:00Z,117570.578125,117570.578125,117371.7109375,117503.9765625,0.0
1970-01-01T00:00:00Z,117469.3359375,117503.46875,117347.796875,117360.65625,0.0
1970-01-01T00:00:00Z,117330.4296875,117544.625,117290.15625,117524.3125,0.0
1970-01-01T00:00:00Z,117520.65625,117627.1875,117517.671875,117626.6171875,0.0
1970-01-01T00:00:00Z,117675.7890625,117815.1484375,117587.96875,117765.3046875,20779008.0
1970-01-01T00:00:00Z,117767.4140625,118241.6484375,117761.90625,118171.15625,0.0
1970-01-01T00:00:00Z,118157.1015625,118294.734375,118086.8984375,118105.5625,1339236352.0
1970-01-01T00:00:00Z,118081.53125,118199.4296875,118003.5546875,118014.9609375,0.0
1970-01-01T00:00:00Z,118014.2578125,118132.140625,117948.640625,118071.015625,572059648.0
1970-01-01T00:00:00Z,118080.25,118423.84375,118010.484375,118419.7734375,0.0
1970-01-01T00:00:00Z,118449.40625,118508.453125,118322.5,118405.140625,277647360.0
1970-01-01T00:00:00Z,118398.609375,118412.234375,118287.96875,118412.234375,0.0
1970-01-01T00:00:00Z,118436.0078125,118448.046875,118338.7109375,118369.0,0.0
1970-01-01T00:00:00Z,118372.2421875,118402.625,118223.8828125,118223.8828125,0.0
1970-01-01T00:00:00Z,118231.96875,118563.1015625,118143.78125,118491.015625,156930048.0
1970-01-01T00:00:00Z,118477.265625,118532.2734375,118211.59375,118211.59375,0.0
1970-01-01T00:00:00Z,118236.9296875,118326.390625,118203.421875,118316.7734375,0.0
1970-01-01T00:00:00Z,118296.4921875,118371.2265625,117851.0625,117884.3125,0.0
1970-01-01T00:00:00Z,117882.3984375,117984.2734375,117788.5625,117971.7421875,1185296384.0
1970-01-01T00:00:00Z,117966.953125,118000.1171875,117375.875,117562.0078125,0.0
1970-01-01T00:00:00Z,117608.4140625,117815.3125,117574.78125,117640.03125,1802014720.0
1970-01-01T00:00:00Z,117651.453125,117800.5859375,117627.234375,117710.4296875,76914688.0
1970-01-01T00:00:00Z,117693.2890625,117834.515625,117685.3203125,117770.484375,0.0
1970-01-01T00:00:00Z,117831.9140625,118065.2578125,117822.046875,118031.5859375,0.0
1970-01-01T00:00:00Z,118033.203125,118033.203125,117454.890625,117454.890625,0.0
1970-01-01T00:00:00Z,117494.421875,117614.078125,117143.4140625,117303.65625,2164441088.0
1970-01-01T00:00:00Z,117397.4375,117472.375,116347.5234375,116400.40625,2634481664.0
1970-01-01T00:00:00Z,116390.0390625,116390.0390625,115442.7421875,115557.8515625,2232246272.0
1970-01-01T00:00:00Z,115556.53125,115689.1484375,115081.5546875,115407.0625,3306549248.0
1970-01-01T00:00:00Z,115398.6875,115589.6953125,115200.8359375,115542.0390625,805580800.0
1970-01-01T00:00:00Z,115566.125,115765.796875,115121.5390625,115733.71875,0.0
1970-01-01T00:00:00Z,115760.46875,115760.46875,115043.21875,115287.3125,2877702144.0
1970-01-01T00:00:00Z,115397.15625,115537.90625,115287.9375,115287.9375,861499392.0
1970-01-01T00:00:00Z,115277.6484375,115454.5546875,115180.9609375,115190.609375,549584896.0
1970-01-01T00:00:00Z,115160.4921875,115177.9921875,114731.1796875,115091.5,2473992192.0
1970-01-01T00:00:00Z,115085.421875,115327.984375,115080.96875,115151.1328125,0.0
1970-01-01T00:00:00Z,115118.265625,115183.2890625,114935.84375,115053.3359375,1478561792.0
1970-01-01T00:00:00Z,115016.4296875,115510.9375,114997.203125,115510.9375,0.0
1970-01-01T00:00:00Z,115523.53125,115760.1015625,115119.2421875,115143.65625,866316288.0
1970-01-01T00:00:00Z,114930.9296875,115662.203125,114930.9296875,115662.203125,1906556928.0
1970-01-01T00:00:00Z,115700.4921875,116203.03125,115508.8828125,116203.03125,2157150208.0
1970-01-01T00:00:00Z,116210.2890625,116394.2578125,115904.2265625,116043.0078125,31981568.0
1970-01-01T00:00:00Z,116051.859375,116856.8359375,116051.859375,116529.6328125,1388085248.0
1970-01-01T00:00:00Z,116499.8984375,116639.8046875,116285.3125,116552.859375,1025777664.0
1970-01-01T00:00:00Z,116652.6953125,116661.9375,116286.7265625,116405.7578125,0.0
1970-01-01T00:00:00Z,116360.4140625,116572.1484375,116121.84375,116417.1796875,0.0
1970-01-01T00:00:00Z,116447.3828125,116733.2109375,116447.3828125,116698.0390625,2076581888.0
1970-01-01T00:00:00Z,116703.6640625,117028.4609375,116543.3125,116543.3125,0.0
1970-01-01T00:00:00Z,116468.1875,116602.2109375,116175.7734375,116257.96875,235405312.0
1970-01-01T00:00:00Z,116271.6015625,116534.1328125,115610.1875,116524.3984375,427171840.0
1970-01-01T00:00:00Z,116578.7265625,116756.0,115797.4453125,115821.453125,0.0
1970-01-01T00:00:00Z,115831.3828125,116090.9765625,115723.7421875,115863.5078125,0.0
1970-01-01T00:00:00Z,115795.015625,115795.015625,114874.3828125,114947.203125,0.0
1970-01-01T00:00:00Z,114851.71875,115400.8203125,114585.953125,115400.8203125,0.0
1970-01-01T00:00:00Z,115370.84375,115495.6640625,115021.2578125,115023.4453125,0.0
1970-01-01T00:00:00Z,115008.8515625,115168.6796875,114988.71875,115042.796875,0.0
1970-01-01T00:00:00Z,115079.5234375,115079.5234375,114674.0390625,115001.0546875,0.0
1970-01-01T00:00:00Z,115020.03125,115297.4453125,114845.21875,115267.640625,0.0
1970-01-01T00:00:00Z,115283.9765625,115535.046875,115250.15625,115369.671875,0.0
1970-01-01T00:00:00Z,115417.5390625,115618.0546875,115369.4609375,115418.71875,0.0
1970-01-01T00:00:00Z,115551.34375,115665.671875,115515.34375,115603.1875,1521803264.0
1970-01-01T00:00:00Z,115579.1796875,115650.921875,115362.9921875,115581.46875,0.0
1970-01-01T00:00:00Z,115659.4296875,115906.09375,114991.3046875,115213.078125,0.0
1970-01-01T00:00:00Z,115211.4921875,115355.3671875,113835.5,113937.984375,324857856.0
1970-01-01T00:00:00Z,113792.46875,114139.1015625,113644.3984375,113787.046875,3713126400.0
1970-01-01T00:00:00Z,113772.09375,113864.96875,113372.8515625,113372.8515625,123523072.0
1970-01-01T00:00:00Z,113383.703125,113574.3828125,113195.8359375,113512.59375,2715095040.0
1970-01-01T00:00:00Z,113505.4609375,113505.4609375,112881.6796875,113073.9453125,0.0
1970-01-01T00:00:00Z,113047.875,113504.4609375,112783.140625,113166.703125,2818899968.0
1970-01-01T00:00:00Z,113177.1328125,113524.0703125,112958.2109375,113519.8203125,1072906240.0
1970-01-01T00:00:00Z,113541.453125,113541.453125,113404.875,113423.859375,0.0
1970-01-01T00:00:00Z,113399.6484375,113399.6484375,113068.15625,113174.9609375,0.0
1970-01-01T00:00:00Z,113153.234375,113153.234375,112758.0625,112840.0546875,1839628288.0
1970-01-01T00:00:00Z,112852.109375,113311.2421875,112852.109375,113238.5,1180835840.0
1970-01-01T00:00:00Z,113243.3671875,113403.109375,112578.671875,112979.859375,38207488.0
1970-01-01T00:00:00Z,112984.4296875,113465.1484375,112960.8671875,113457.5234375,600080384.0
1970-01-01T00:00:00Z,113438.5,113643.3671875,113335.1328125,113541.34375,188071936.0
1970-01-01T00:00:00Z,113528.4609375,113680.3828125,113484.078125,113594.2578125,0.0
1970-01-01T00:00:00Z,113607.828125,113760.7890625,113486.4453125,113692.9921875,2302205952.0
1970-01-01T00:00:00Z,113703.1640625,113728.2265625,113505.875,113676.25,0.0
1970-01-01T00:00:00Z,113687.8984375,113820.421875,113451.265625,113451.265625,0.0
1970-01-01T00:00:00Z,113466.0,114021.1875,113457.4765625,114021.1875,2202107904.0
1970-01-01T00:00:00Z,114013.078125,114013.078125,113657.6328125,113669.8828125,308445184.0
1970-01-01T00:00:00Z,113686.3828125,113859.609375,113567.734375,113816.09375,0.0
1970-01-01T00:00:00Z,113791.546875,113841.28125,113099.78125,113596.515625,329121792.0
1970-01-01T00:00:00Z,113631.84375,113921.5390625,113580.9765625,113705.6875,2177835008.0
1970-01-01T00:00:00Z,113684.1640625,113684.1640625,112616.859375,112865.7265625,0.0
1970-01-01T00:00:00Z,112703.984375,113777.5546875,112415.5234375,113506.515625,0.0
1970-01-01T00:00:00Z,113422.0703125,114295.6953125,113249.421875,113373.6171875,0.0
1970-01-01T00:00:00Z,113371.375,114272.2265625,113348.59375,113799.1796875,1064108032.0
1970-01-01T00:00:00Z,113827.96875,114264.796875,113799.8984375,114199.7890625,0.0
1970-01-01T00:00:00Z,114191.2265625,114191.2265625,113276.453125,113533.53125,487022592.0
1970-01-01T00:00:00Z,113490.65625,114327.890625,113490.65625,114327.890625,0.0
1970-01-01T00:00:00Z,114210.65625,114376.203125,114034.90625,114376.203125,0.0
1970-01-01T00:00:00Z,114384.9609375,114462.578125,114001.078125,114396.2265625,1769496576.0
1970-01-01T00:00:00Z,114371.7578125,114618.34375,114233.0625,114618.34375,0.0
1970-01-01T00:00:00Z,114586.8984375,114586.8984375,114227.3828125,114258.2265625,0.0
1970-01-01T00:00:00Z,114209.3359375,114495.2734375,114043.1171875,114322.1640625,0.0
1970-01-01T00:00:00Z,114308.3046875,114639.0859375,113992.6015625,114639.0859375,0.0
1970-01-01T00:00:00Z,114691.3046875,114771.703125,113935.7109375,113970.3515625,326995968.0
1970-01-01T00:00:00Z,114010.3203125,114445.578125,113991.1640625,113991.1640625,0.0
1970-01-01T00:00:00Z,113978.6328125,114011.5,113831.1953125,113849.703125,352923648.0
1970-01-01T00:00:00Z,113799.046875,114000.3046875,113643.625,113982.1171875,0.0
1970-01-01T00:00:00Z,113978.375,113978.375,113622.8828125,113827.703125,0.0
1970-01-01T00:00:00Z,113801.484375,113913.1953125,113613.75,113900.2265625,1403158528.0
1970-01-01T00:00:00Z,113889.75,113984.890625,113618.0625,113624.0859375,0.0
1970-01-01T00:00:00Z,113584.0859375,113593.390625,113320.8515625,113401.7109375,951054336.0
1970-01-01T00:00:00Z,113370.5078125,113433.9765625,113267.4375,113275.0703125,0.0
1970-01-01T00:00:00Z,113310.09375,113510.7109375,113054.1015625,113145.5,0.0
1970-01-01T00:00:00Z,113100.2578125,113382.296875,112951.0390625,113033.9921875,795279360.0
1970-01-01T00:00:00Z,113066.4375,113686.0703125,113066.4375,113562.15625,0.0
1970-01-01T00:00:00Z,113478.859375,113969.453125,113030.0,113260.3203125,0.0
1970-01-01T00:00:00Z,113273.03125,113323.375,112692.859375,112787.421875,0.0
1970-01-01T00:00:00Z,112764.4921875,112907.7890625,112368.7734375,112368.7734375,367108096.0
1970-01-01T00:00:00Z,112379.140625,112543.9453125,112192.890625,112411.7578125,0.0
1970-01-01T00:00:00Z,112397.9921875,112622.484375,112225.4140625,112621.09375,0.0
1970-01-01T00:00:00Z,112597.09375,112686.1640625,111998.2421875,112098.296875,626245632.0
1970-01-01T00:00:00Z,112126.984375,112732.3359375,112052.5703125,112512.1875,0.0
1970-01-01T00:00:00Z,112376.0,112685.015625,112088.0078125,112592.7734375,1800216576.0
1970-01-01T00:00:00Z,112590.0234375,112644.9609375,112408.0234375,112475.0390625,0.0
1970-01-01T00:00:00Z,112473.40625,112473.40625,112247.234375,112419.2734375,550043648.0
1970-01-01T00:00:00Z,112462.859375,112780.8125,112462.859375,112606.9140625,646316032.0
1970-01-01T00:00:00Z,112596.3515625,112861.4765625,112326.234375,112830.328125,0.0
1970-01-01T00:00:00Z,112802.421875,113465.9921875,112790.0859375,113170.9296875,0.0
1970-01-01T00:00:00Z,113140.171875,113410.03125,112872.5703125,112872.5703125,0.0
1970-01-01T00:00:00Z,112889.4609375,113195.9375,112746.4453125,112746.4453125,811245568.0
1970-01-01T00:00:00Z,112800.9140625,113226.7265625,112800.9140625,113214.0390625,0.0
1970-01-01T00:00:00Z,113213.6171875,113322.9375,112843.296875,112978.5,1391489024.0
1970-01-01T00:00:00Z,112981.09375,113199.3359375,112966.46875,113088.390625,0.0
1970-01-01T00:00:00Z,113075.296875,113271.6796875,112921.7421875,112978.0625,0.0
1970-01-01T00:00:00Z,112963.25,113091.546875,112834.0703125,113027.53125,0.0
1970-01-01T00:00:00Z,113019.8828125,113031.9296875,112503.90625,112511.015625,1556811776.0
1970-01-01T00:00:00Z,112517.921875,112547.09375,112149.6796875,112307.1015625,434515968.0
1970-01-01T00:00:00Z,112320.546875,112646.125,111678.9453125,112285.3125,0.0
1970-01-01T00:00:00Z,112374.1796875,112580.203125,112003.4453125,112341.90625,3393957888.0
1970-01-01T00:00:00Z,113463.6171875,116063.359375,113463.6171875,115893.3984375,9979600896.0
1970-01-01T00:00:00Z,115847.453125,117170.0703125,115847.453125,116548.1640625,2338242560.0
1970-01-01T00:00:00Z,116412.21875,116710.7578125,116138.5078125,116138.5078125,2979381248.0
1970-01-01T00:00:00Z,116140.4375,116970.9765625,116140.4375,116927.09375,1081376768.0
1970-01-01T00:00:00Z,116991.2890625,117370.6796875,116753.453125,116753.453125,2289491968.0
1970-01-01T00:00:00Z,116789.6171875,116895.8671875,116518.4453125,116641.0234375,0.0
1970-01-01T00:00:00Z,116626.09375,117083.703125,116589.9140625,116979.171875,1626415104.0
1970-01-01T00:00:00Z,117027.0078125,117136.4609375,116828.40625,116979.8984375,0.0
1970-01-01T00:00:00Z,116988.5078125,117026.875,116544.0703125,116714.5703125,1587273728.0
1970-01-01T00:00:00Z,116713.40625,116914.109375,116659.1015625,116867.5234375,0.0
1970-01-01T00:00:00Z,116920.8671875,116995.2421875,116721.28125,116837.5234375,99893248.0
1970-01-01T00:00:00Z,116828.0234375,116828.0234375,116285.21875,116402.8515625,0.0
1970-01-01T00:00:00Z,116391.1875,116460.8203125,115572.25,115936.1640625,1177559040.0
1970-01-01T00:00:00Z,115942.640625,115966.515625,115439.2890625,115515.0859375,539926528.0
1970-01-01T00:00:00Z,115513.8984375,115891.8828125,115513.8984375,115869.9921875,70762496.0
1970-01-01T00:00:00Z,115861.8203125,115972.3828125,115757.1484375,115927.1484375,391405568.0
1970-01-01T00:00:00Z,115913.5234375,115951.671875,115660.75,115711.03125,0.0
1970-01-01T00:00:00Z,115691.3515625,115844.9609375,115638.7421875,115735.765625,0.0
1970-01-01T00:00:00Z,115765.34375,115816.578125,115608.53125,115702.2421875,0.0
1970-01-01T00:00:00Z,115729.328125,115729.328125,115567.6015625,115704.84375,0.0
1970-01-01T00:00:00Z,115709.2734375,115709.2734375,115537.765625,115537.765625,0.0
1970-01-01T00:00:00Z,115512.8046875,115583.359375,115192.3046875,115192.3046875,0.0
1970-01-01T00:00:00Z,115209.71875,115417.75,115161.328125,115180.78125,0.0
1970-01-01T00:00:00Z,115161.734375,115161.734375,114731.859375,114839.1640625,0.0
1970-01-01T00:00:00Z,114808.7265625,115031.5859375,114608.515625,114608.515625,0.0
1970-01-01T00:00:00Z,114596.171875,114896.5859375,114596.171875,114805.515625,0.0
1970-01-01T00:00:00Z,114786.4296875,115020.6875,114680.375,114971.4609375,0.0
1970-01-01T00:00:00Z,114985.1484375,115094.5703125,114938.7734375,115051.421875,0.0
1970-01-01T00:00:00Z,115068.8359375,115130.609375,115008.6953125,115098.2265625,0.0
1970-01-01T00:00:00Z,115105.78125,115111.0078125,115004.40625,115092.0390625,0.0
1970-01-01T00:00:00Z,115083.1484375,115287.625,115060.4765625,115287.625,0.0
1970-01-01T00:00:00Z,115274.1015625,115274.1015625,114987.0,115067.3515625,0.0
1970-01-01T00:00:00Z,115019.890625,115264.8671875,115019.890625,115264.8671875,0.0
1970-01-01T00:00:00Z,115272.3203125,115378.8515625,115197.640625,115378.8515625,0.0
1970-01-01T00:00:00Z,115341.6015625,115477.46875,115288.7734375,115326.2265625,0.0
1970-01-01T00:00:00Z,115303.703125,115501.6171875,115150.46875,115425.359375,297271296.0
1970-01-01T00:00:00Z,115410.8671875,115574.6875,115016.7578125,115016.7578125,0.0
1970-01-01T00:00:00Z,115010.4453125,115094.3359375,114927.15625,114992.4921875,0.0
1970-01-01T00:00:00Z,114992.4296875,115222.7265625,114992.4296875,115051.9609375,0.0
1970-01-01T00:00:00Z,115092.5703125,115150.2734375,114887.3515625,114962.171875,471986176.0
1970-01-01T00:00:00Z,114951.46875,115015.2265625,114817.7109375,114826.4765625,0.0
1970-01-01T00:00:00Z,114851.421875,115066.1640625,114833.015625,114883.2890625,0.0
1970-01-01T00:00:00Z,114878.625,114912.2265625,114714.59375,114767.2890625,0.0
1970-01-01T00:00:00Z,114792.1484375,114977.53125,114655.2734375,114800.9296875,173441024.0
1970-01-01T00:00:00Z,114820.140625,114912.9453125,114581.65625,114794.0859375,1078009856.0
1970-01-01T00:00:00Z,114765.578125,114852.0234375,114594.328125,114711.46875,0.0
1970-01-01T00:00:00Z,114716.8984375,114769.359375,114590.96875,114646.7890625,287670272.0
1970-01-01T00:00:00Z,114649.8984375,114789.8203125,114561.0859375,114561.0859375,0.0
1970-01-01T00:00:00Z,114538.1328125,114573.9921875,114357.6171875,114545.8515625,0.0
1970-01-01T00:00:00Z,114526.65625,114781.2734375,114396.75,114398.2578125,23498752.0
1970-01-01T00:00:00Z,114387.1640625,114470.15625,114282.5,114282.5,2456383488.0
1970-01-01T00:00:00Z,114234.453125,114496.5390625,114234.453125,114323.34375,0.0
1970-01-01T00:00:00Z,114338.8828125,114843.671875,114283.4609375,114522.609375,1902788608.0
1970-01-01T00:00:00Z,114600.421875,114680.59375,111409.109375,112449.1484375,6329581568.0
1970-01-01T00:00:00Z,112441.1015625,112974.921875,111874.1875,112636.9609375,6395842560.0
1970-01-01T00:00:00Z,112712.71875,113286.96875,112439.6796875,112978.4296875,4273319936.0
1970-01-01T00:00:00Z,112976.2734375,113447.484375,112656.4140625,113421.484375,523165696.0
1970-01-01T00:00:00Z,113450.765625,113635.75,113387.09375,113420.0703125,2078236672.0
1970-01-01T00:00:00Z,113465.1796875,113465.1796875,112174.9375,112598.359375,963608576.0
1970-01-01T00:00:00Z,112614.9375,113107.5859375,112614.9375,113050.2421875,0.0
1970-01-01T00:00:00Z,113061.3984375,113582.109375,113053.7265625,113404.015625,266977280.0
1970-01-01T00:00:00Z,113393.859375,113599.9296875,113118.7890625,113118.7890625,0.0
1970-01-01T00:00:00Z,112920.9296875,112979.21875,112628.0078125,112754.6875,855244800.0
1970-01-01T00:00:00Z,112758.53125,112825.0625,112349.7578125,112349.7578125,0.0
1970-01-01T00:00:00Z,112343.109375,112400.140625,111822.84375,111903.8359375,1103085568.0
1970-01-01T00:00:00Z,111896.0859375,112089.1953125,111412.125,111457.546875,2758770688.0
1970-01-01T00:00:00Z,111479.4296875,111777.3828125,111141.390625,111534.6171875,830603264.0
1970-01-01T00:00:00Z,111449.40625,111786.0546875,111240.7109375,111786.0546875,2041970688.0
1970-01-01T00:00:00Z,111739.171875,111754.6796875,110960.2109375,110970.5859375,1251696640.0
1970-01-01T00:00:00Z,110972.6328125,111249.8046875,110932.9921875,111212.9140625,1067360256.0
1970-01-01T00:00:00Z,111332.1640625,111632.4921875,111060.1640625,111600.2265625,0.0
1970-01-01T00:00:00Z,111582.875,111729.3203125,110610.125,111466.3203125,4931002368.0
1970-01-01T00:00:00Z,111464.984375,112261.7421875,111443.328125,112205.3046875,612769792.0
1970-01-01T00:00:00Z,112263.2265625,112542.4140625,111912.0234375,112189.828125,560521216.0
1970-01-01T00:00:00Z,112196.6328125,112931.53125,112107.5234375,112568.9375,493535232.0
1970-01-01T00:00:00Z,112549.109375,112737.5234375,112207.640625,112516.5625,892469248.0
1970-01-01T00:00:00Z,112329.5546875,112616.2890625,112273.4296875,112390.84375,0.0
1970-01-01T00:00:00Z,112397.8359375,112397.8359375,110787.1953125,110787.1953125,0.0
1970-01-01T00:00:00Z,110681.6796875,111059.7109375,109587.390625,109806.3515625,2979602432.0
1970-01-01T00:00:00Z,109620.015625,110272.8125,109347.6328125,110165.21875,1732689920.0
1970-01-01T00:00:00Z,110111.34375,110624.734375,110039.3984375,110169.9453125,693854208.0
1970-01-01T00:00:00Z,110183.0,110262.484375,109813.3828125,110227.09375,149184512.0
1970-01-01T00:00:00Z,110061.859375,110061.859375,109027.5859375,109268.765625,1963229184.0
1970-01-01T00:00:00Z,109237.6796875,109904.40625,108848.1484375,109836.5,505675776.0
1970-01-01T00:00:00Z,109907.125,110002.5546875,109577.828125,109784.90625,1616084992.0
1970-01-01T00:00:00Z,109730.625,109945.328125,109509.21875,109869.03125,0.0
1970-01-01T00:00:00Z,109887.8125,110255.3125,109887.8125,110130.296875,0.0
1970-01-01T00:00:00Z,110111.2265625,110363.8515625,110105.796875,110255.9140625,394649600.0
1970-01-01T00:00:00Z,110253.4375,110317.1171875,109958.3515625,110000.4609375,0.0
1970-01-01T00:00:00Z,110009.40625,110424.1796875,109808.4765625,110296.25,384491520.0
1970-01-01T00:00:00Z,110308.2734375,110429.0,110042.84375,110147.953125,0.0
1970-01-01T00:00:00Z,110118.0546875,110417.5859375,110060.609375,110139.7578125,266739712.0
1970-01-01T00:00:00Z,110155.8203125,110415.7734375,110141.609375,110218.859375,0.0
1970-01-01T00:00:00Z,110226.9921875,110226.9921875,109620.921875,109839.578125,0.0
1970-01-01T00:00:00Z,109872.1484375,110638.0078125,109629.2109375,110142.703125,169066496.0
1970-01-01T00:00:00Z,110211.0546875,110225.71875,109454.8046875,110047.2265625,1187921920.0
1970-01-01T00:00:00Z,110065.25,110485.359375,109850.8984375,110412.0859375,0.0
1970-01-01T00:00:00Z,110344.5625,110548.015625,109588.1015625,109698.75,0.0
1970-01-01T00:00:00Z,109686.6875,110061.875,109468.15625,110061.875,0.0
1970-01-01T00:00:00Z,110130.3359375,110170.796875,109600.59375,109914.828125,0.0
1970-01-01T00:00:00Z,110047.5546875,110982.7421875,110047.5546875,110709.3984375,1453957120.0
1970-01-01T00:00:00Z,110700.8984375,111167.3359375,110555.0,111146.6171875,0.0
1970-01-01T00:00:00Z,111130.5078125,111409.8515625,110980.5078125,111346.375,0.0
1970-01-01T00:00:00Z,111334.640625,111566.96875,111173.53125,111549.203125,0.0
1970-01-01T00:00:00Z,111566.1171875,111943.8046875,111566.1171875,111917.2265625,1384022016.0
1970-01-01T00:00:00Z,111939.515625,112368.234375,111769.828125,111807.0859375,0.0
1970-01-01T00:00:00Z,111798.0,111798.0,111373.9375,111376.7421875,0.0
1970-01-01T00:00:00Z,111370.6328125,111464.859375,111128.421875,111305.421875,0.0
1970-01-01T00:00:00Z,111305.6953125,111480.734375,111153.4296875,111172.4765625,226095104.0
1970-01-01T00:00:00Z,111172.3359375,111699.0,110964.9375,111481.5078125,0.0
1970-01-01T00:00:00Z,111449.578125,111689.1328125,111440.6640625,111614.9921875,37318656.0
1970-01-01T00:00:00Z,111580.609375,111645.75,111347.015625,111367.6640625,0.0
1970-01-01T00:00:00Z,111382.8671875,111382.8671875,111041.0859375,111041.0859375,0.0
1970-01-01T00:00:00Z,111049.234375,111100.0703125,110669.53125,110675.125,0.0
1970-01-01T00:00:00Z,110809.140625,110814.359375,110467.1171875,110742.8359375,1023123456.0
1970-01-01T00:00:00Z,110738.5390625,111075.9453125,110738.5390625,110822.7421875,35627008.0
1970-01-01T00:00:00Z,110821.5390625,111226.359375,110821.5390625,111003.09375,0.0
1970-01-01T00:00:00Z,111002.828125,111368.9921875,111002.828125,111332.21875,2944655360.0
1970-01-01T00:00:00Z,111320.4765625,111386.765625,111063.8203125,111336.8828125,0.0
1970-01-01T00:00:00Z,111355.328125,111875.046875,111109.6484375,111486.96875,0.0
1970-01-01T00:00:00Z,111498.0625,112619.4140625,111355.3671875,111771.734375,515461120.0
1970-01-01T00:00:00Z,111809.6640625,112090.1640625,111630.5234375,112023.328125,0.0
1970-01-01T00:00:00Z,112024.5703125,112236.375,111638.5,112147.6171875,0.0
1970-01-01T00:00:00Z,112136.921875,112398.7890625,111932.1171875,112386.8359375,0.0
1970-01-01T00:00:00Z,112350.28125,112601.2890625,111985.984375,111985.984375,0.0
1970-01-01T00:00:00Z,111990.515625,112205.875,111691.28125,112014.6796875,537780224.0
1970-01-01T00:00:00Z,112061.1875,112364.0078125,111282.8359375,112364.0078125,0.0
1970-01-01T00:00:00Z,112408.921875,112408.921875,111388.7421875,111441.859375,1505361920.0
1970-01-01T00:00:00Z,111502.21875,111562.8046875,111116.78125,111426.265625,648323072.0
1970-01-01T00:00:00Z,111437.4453125,111541.421875,111143.1640625,111207.3828125,0.0
1970-01-01T00:00:00Z,111261.3671875,111506.0,110909.0703125,111308.015625,0.0
1970-01-01T00:00:00Z,111342.4921875,111673.765625,111342.4921875,111656.3203125,0.0
1970-01-01T00:00:00Z,111658.140625,111776.1328125,111452.265625,111488.0,0.0
1970-01-01T00:00:00Z,111502.46875,112015.8984375,111437.6328125,112015.8984375,42577920.0
1970-01-01T00:00:00Z,112006.796875,113059.3671875,111970.390625,112942.90625,1063051264.0
1970-01-01T00:00:00Z,112958.8125,113122.7890625,112714.1484375,112893.703125,2131705856.0
1970-01-01T00:00:00Z,112852.0546875,113247.359375,112729.5546875,113247.359375,0.0
1970-01-01T00:00:00Z,113223.515625,113361.6875,113093.859375,113161.2734375,1028882432.0
1970-01-01T00:00:00Z,113144.1875,113356.453125,113082.3671875,113120.5703125,0.0
1970-01-01T00:00:00Z,113165.171875,113258.3203125,112921.984375,112933.2421875,0.0
1970-01-01T00:00:00Z,112936.71875,113098.9296875,112859.7734375,113098.9296875,89935872.0
1970-01-01T00:00:00Z,113125.640625,113146.5859375,112850.3671875,112917.171875,1218129920.0
1970-01-01T00:00:00Z,112919.453125,113303.515625,112833.4296875,113300.609375,0.0
1970-01-01T00:00:00Z,113268.8671875,113436.234375,112642.71875,112750.296875,298897408.0
1970-01-01T00:00:00Z,112820.375,113275.4609375,112607.65625,113209.078125,0.0
1970-01-01T00:00:00Z,113180.9609375,113252.4921875,112412.203125,112651.3203125,0.0
1970-01-01T00:00:00Z,112666.2265625,113151.2890625,112523.75,112523.75,0.0
